Timestamp,Channel_0_Raw,Channel_1_Raw,Channel_2_Raw,Channel_3_Raw,Channel_4_Raw,Channel_0_Voltage,Channel_1_Voltage,Channel_2_Voltage,Channel_3_Voltage,Channel_4_Voltage,Target
2025-03-25 21:16:20,65279,65215,65279,48367,49520,3.287,3.287,3.287,2.436,2.494,4
2025-03-25 21:16:21,65343,65407,65343,48431,49264,3.297,3.294,3.287,2.439,2.481,4
2025-03-25 21:16:22,65471,65151,65215,48431,53684,3.287,3.29,3.29,2.436,2.706,4
2025-03-25 21:16:23,65279,65023,65279,49071,50160,3.284,3.284,3.29,2.477,2.529,4
2025-03-25 21:16:24,65087,65279,65215,47854,51250,3.287,3.287,3.29,2.39,2.577,4
2025-03-25 21:16:25,65215,65407,65023,47918,52339,3.287,3.287,3.274,2.413,2.629,4
2025-03-25 21:16:26,65215,65151,65343,47982,47598,3.287,3.29,3.294,2.413,2.4,4
2025-03-25 21:16:27,65279,65407,65343,47918,51314,3.29,3.3,3.29,2.41,2.587,4
2025-03-25 21:16:28,65215,65279,65343,47790,47918,3.287,3.287,3.287,2.406,2.41,4
2025-03-25 21:16:29,65215,65087,65279,47598,47470,3.287,3.287,3.29,2.4,2.394,4
2025-03-25 21:16:30,65343,65279,65279,47662,47918,3.29,3.294,3.287,2.403,2.4,4
2025-03-25 21:16:31,65343,65151,65343,47790,47534,3.284,3.281,3.287,2.4,2.39,4
2025-03-25 21:16:32,65279,65279,65279,47726,49520,3.287,3.287,3.281,2.4,2.494,4
2025-03-25 21:16:33,65407,65279,65407,47726,50609,3.29,3.284,3.29,2.403,2.548,4
2025-03-25 21:16:34,65215,65471,65215,47726,50096,3.29,3.297,3.29,2.4,2.523,4
2025-03-25 21:16:35,65279,65343,65279,47726,50225,3.29,3.284,3.287,2.403,2.529,4
2025-03-25 21:16:36,65343,65151,65407,47726,48239,3.29,3.287,3.29,2.403,2.426,4
2025-03-25 21:16:37,65279,65471,65279,47662,45356,3.29,3.284,3.29,2.4,2.287,4
2025-03-25 21:16:38,65343,65215,65343,47662,45548,3.287,3.29,3.287,2.4,2.294,4
2025-03-25 21:16:40,65407,65279,65279,47598,45612,3.294,3.281,3.287,2.397,2.3,4
2025-03-25 21:16:41,65407,65343,65343,47726,51954,3.287,3.294,3.287,2.4,2.613,4
2025-03-25 21:16:42,65151,65215,65343,47662,52787,3.284,3.277,3.284,2.403,2.658,4
2025-03-25 21:16:43,65279,65407,65279,47854,52403,3.29,3.297,3.287,2.406,2.632,4
2025-03-25 21:16:44,65343,65151,65407,47854,51698,3.287,3.284,3.29,2.413,2.606,4
2025-03-25 21:16:45,65343,65471,65279,48815,51570,3.29,3.29,3.287,2.458,2.597,4
2025-03-25 21:16:46,65407,65087,65407,47854,51250,3.29,3.287,3.29,2.406,2.574,4
2025-03-25 21:16:47,65343,65407,65279,48303,51826,3.29,3.29,3.287,2.436,2.613,4
2025-03-25 21:16:48,65343,65279,65279,48110,51570,3.287,3.29,3.287,2.419,2.597,4
2025-03-25 21:16:49,65279,65343,65343,48046,51442,3.29,3.29,3.29,2.416,2.59,4
2025-03-25 21:16:50,65215,65215,65215,47982,52018,3.287,3.287,3.29,2.416,2.619,4
2025-03-25 21:16:51,65343,65215,65279,47726,51826,3.287,3.287,3.29,2.403,2.61,4
2025-03-25 21:16:52,65407,65279,65279,47790,52210,3.284,3.287,3.287,2.406,2.629,4
2025-03-25 21:16:53,65407,65279,65215,48046,51826,3.265,3.284,3.29,2.416,2.61,4
2025-03-25 21:16:54,65343,65279,65279,47982,51185,3.287,3.287,3.287,2.423,2.581,4
2025-03-25 21:16:55,65343,65343,65279,48046,51314,3.29,3.287,3.287,2.419,2.587,4
2025-03-25 21:16:56,65343,65279,65279,48046,51378,3.287,3.287,3.29,2.419,2.59,4
2025-03-25 21:16:57,65343,65279,65343,48046,51378,3.287,3.287,3.287,2.419,2.587,4
2025-03-25 21:16:58,65279,65343,65343,48046,51314,3.284,3.284,3.284,2.419,2.581,4
2025-03-25 21:16:59,65215,65343,65343,47918,51057,3.29,3.294,3.287,2.361,2.577,4
2025-03-25 21:17:00,65343,65343,65407,48046,51121,3.29,3.284,3.29,2.423,2.574,4
2025-03-25 21:17:01,65343,65279,65215,47982,50993,3.29,3.287,3.284,2.419,2.568,4
2025-03-25 21:17:02,65279,65279,65279,47982,51762,3.29,3.29,3.287,2.416,2.613,4
2025-03-25 21:17:03,65343,65279,65343,47982,52018,3.29,3.281,3.287,2.423,2.619,4
2025-03-25 21:17:04,65343,65279,65279,47982,53171,3.29,3.287,3.287,2.419,2.674,4
2025-03-25 21:17:05,65343,65343,65343,47982,52595,3.287,3.29,3.287,2.419,2.652,4
2025-03-25 21:17:06,65215,65215,65215,47982,52467,3.287,3.287,3.29,2.419,2.639,4
2025-03-25 21:17:07,65343,65343,65343,47982,52531,3.29,3.287,3.294,2.419,2.639,4
2025-03-25 21:17:08,65343,65343,56246,48046,52146,3.29,3.294,3.287,2.413,2.636,4
2025-03-25 21:17:09,65343,65279,65279,47982,51954,3.287,3.287,3.287,2.419,2.616,4
2025-03-25 21:17:10,65343,65279,56695,47918,52210,3.29,3.287,2.89,2.423,2.619,4
2025-03-25 21:17:11,65279,65343,57592,47982,51826,3.287,3.287,2.858,2.416,2.613,4
2025-03-25 21:17:12,65215,65343,65343,48046,52659,3.268,3.29,3.284,2.423,2.6,4
2025-03-25 21:17:13,65343,65279,65407,48046,53428,3.284,3.287,3.287,2.419,2.574,4
2025-03-25 21:17:14,65343,65279,65279,50929,52146,3.29,3.287,3.287,2.423,2.661,4
2025-03-25 21:17:15,65343,65407,65279,48110,51890,3.284,3.29,3.284,2.416,2.606,4
2025-03-25 21:17:16,65279,65215,65343,48046,52018,3.287,3.287,3.287,2.416,2.645,4
2025-03-25 21:17:17,65343,65343,56631,48046,51634,3.29,3.287,2.726,2.419,2.603,4
2025-03-25 21:17:18,65279,65343,65279,48815,52915,3.29,3.29,3.287,2.455,2.668,4
2025-03-25 21:17:19,65407,65279,65215,47982,51506,3.29,3.281,3.287,2.423,2.636,4
2025-03-25 21:17:20,65407,65407,65343,47726,51250,3.287,3.287,3.287,2.403,2.581,4
2025-03-25 21:17:21,65279,65279,65279,47726,50032,3.29,3.29,3.287,2.4,2.519,4
2025-03-25 21:17:22,65279,65279,65343,47790,50417,3.29,3.284,3.29,2.403,2.539,4
2025-03-25 21:17:23,65279,65215,65279,47982,50289,3.29,3.29,3.287,2.413,2.532,4
2025-03-25 21:17:24,65407,65535,65343,48559,52275,3.284,3.284,3.29,2.455,2.639,4
2025-03-25 21:17:25,65279,65279,65343,47982,52403,3.284,3.287,3.29,2.416,2.619,4
